"","Series","Ep.name","Season","Ep.Number","Ep.Rating","Length","Year","Votes","Genre.1","Genre2","Genre3","Series.Rating","TV.Rating","Location"
"219","Friends","The One with the Cat",4,2,8.2,22,1997,2202,"Comedy","Romance","",8.9,"TV-14","New York"
"220","Friends","The One with the 'Cuffs",4,3,8.5,22,1997,2194,"Comedy","Romance","",8.9,"TV-14","New York"
"221","Friends","The One with the Ballroom Dancing",4,4,8.3,22,1997,2160,"Comedy","Romance","",8.9,"TV-14","New York"
"222","Friends","The One with Joey's New Girlfriend",4,5,8.5,22,1997,2183,"Comedy","Romance","",8.9,"TV-14","New York"
"223","Friends","The One with the Dirty Girl",4,6,8.6,22,1997,2240,"Comedy","Romance","",8.9,"TV-14","New York"
"224","Friends","The One Where Chandler Crosses the Line",4,7,8.8,22,1997,2281,"Comedy","Romance","",8.9,"TV-14","New York"
"225","Friends","The One with Chandler in a Box",4,8,9.2,22,1997,2963,"Comedy","Romance","",8.9,"TV-14","New York"
"226","Friends","The One Where They're Going to Party!",4,9,8.1,22,1997,2120,"Comedy","Romance","",8.9,"TV-14","New York"
"227","Friends","The One with the Girl from Poughkeepsie",4,10,8.1,22,1997,2101,"Comedy","Romance","",8.9,"TV-14","New York"
"228","Friends","The One with Phoebe's Uterus",4,11,8.5,22,1998,2216,"Comedy","Romance","",8.9,"TV-14","New York"
"229","Friends","The One with the Embryos",4,12,9.5,22,1998,4258,"Comedy","Romance","",8.9,"TV-14","New York"
"230","Friends","The One with Rachel's Crush",4,13,8.3,22,1998,2092,"Comedy","Romance","",8.9,"TV-14","New York"
"231","Friends","The One with Joey's Dirty Day",4,14,8.3,22,1998,2111,"Comedy","Romance","",8.9,"TV-14","New York"
"232","Friends","The One with All the Rugby",4,15,8.5,22,1998,2202,"Comedy","Romance","",8.9,"TV-14","New York"
"233","Friends","The One with the Fake Party",4,16,8.3,22,1998,2120,"Comedy","Romance","",8.9,"TV-14","New York"
"234","Friends","The One with the Free Porn",4,17,8.7,22,1998,2243,"Comedy","Romance","",8.9,"TV-14","New York"
"235","Friends","The One with Rachel's New Dress",4,18,8.4,22,1998,2088,"Comedy","Romance","",8.9,"TV-14","New York"
"236","Friends","The One with All the Haste",4,19,8.8,22,1998,2181,"Comedy","Romance","",8.9,"TV-14","New York"
"237","Friends","The One with All the Wedding Dresses",4,20,8.6,22,1998,2146,"Comedy","Romance","",8.9,"TV-14","New York"
"238","Friends","The One with the Invitation",4,21,7.3,22,1998,2325,"Comedy","Romance","",8.9,"TV-14","New York"
"239","Friends","The One with the Worst Best Man Ever",4,22,8.6,22,1998,2115,"Comedy","Romance","",8.9,"TV-14","New York"
"240","Friends","The One with Ross's Wedding: Part One",4,23,8.8,22,1998,2347,"Comedy","Romance","",8.9,"TV-14","New York"
"241","Friends","The One with Ross's Wedding: Part Two",4,24,9.2,22,1998,3005,"Comedy","Romance","",8.9,"TV-14","New York"
"242","Friends","The One After Ross Says Rachel",5,1,9,22,1998,2541,"Comedy","Romance","",8.9,"TV-14","New York"
"243","Friends","The One with All the Kissing",5,2,9,22,1998,2569,"Comedy","Romance","",8.9,"TV-14","New York"
"244","Friends","The One Hundredth",5,3,8.8,22,1998,2291,"Comedy","Romance","",8.9,"TV-14","New York"
"245","Friends","The One Where Phoebe Hates PBS",5,4,8.4,22,1998,2076,"Comedy","Romance","",8.9,"TV-14","New York"
"246","Friends","The One with the Kips",5,5,8.8,22,1998,2210,"Comedy","Romance","",8.9,"TV-14","New York"
"247","Friends","The One with the Yeti",5,6,8.2,22,1998,2083,"Comedy","Romance","",8.9,"TV-14","New York"
"248","Friends","The One Where Ross Moves In",5,7,8.5,22,1998,2100,"Comedy","Romance","",8.9,"TV-14","New York"
"249","Friends","The One with All the Thanksgivings",5,8,9.2,22,1998,3028,"Comedy","Romance","",8.9,"TV-14","New York"
"250","Friends","The One with Ross's Sandwich",5,9,9.1,22,1998,2754,"Comedy","Romance","",8.9,"TV-14","New York"
"251","Friends","The One with the Inappropriate Sister",5,10,8.3,22,1998,2055,"Comedy","Romance","",8.9,"TV-14","New York"
"252","Friends","The One with All the Resolutions",5,11,9.1,22,1999,2653,"Comedy","Romance","",8.9,"TV-14","New York"
"253","Friends","The One with Chandler's Work Laugh",5,12,8.4,22,1999,2038,"Comedy","Romance","",8.9,"TV-14","New York"
"254","Friends","The One with Joey's Bag",5,13,8.2,22,1999,2047,"Comedy","Romance","",8.9,"TV-14","New York"
"255","Friends","The One Where Everybody Finds Out",5,14,9.7,22,1999,5757,"Comedy","Romance","",8.9,"TV-14","New York"
"256","Friends","The One with the Girl Who Hits Joey",5,15,8.6,22,1999,2175,"Comedy","Romance","",8.9,"TV-14","New York"
"257","Friends","The One with the Cop",5,16,8.6,22,1999,2201,"Comedy","Romance","",8.9,"TV-14","New York"
"258","Friends","The One with Rachel's Inadvertent Kiss",5,17,8.6,22,1999,2092,"Comedy","Romance","",8.9,"TV-14","New York"
"259","Friends","The One Where Rachel Smokes",5,18,8.1,22,1999,2038,"Comedy","Romance","",8.9,"TV-14","New York"
"260","Friends","The One Where Ross Can't Flirt",5,19,8.8,22,1999,2272,"Comedy","Romance","",8.9,"TV-14","New York"
"261","Friends","The One with the Ride Along",5,20,8.4,22,1999,2009,"Comedy","Romance","",8.9,"TV-14","New York"
"262","Friends","The One with the Ball",5,21,8.6,22,1999,2116,"Comedy","Romance","",8.9,"TV-14","New York"
"263","Friends","The One with Joey's Big Break",5,22,8.4,22,1999,1993,"Comedy","Romance","",8.9,"TV-14","New York"
"264","Friends","The One in Vegas: Part 1",5,23,8.9,22,1999,2342,"Comedy","Romance","",8.9,"TV-14","New York"
"265","Friends","The One in Vegas: Part 2",5,24,9.1,22,1999,2629,"Comedy","Romance","",8.9,"TV-14","New York"
"266","Friends","The One After Vegas",6,1,8.8,22,1999,2230,"Comedy","Romance","",8.9,"TV-14","New York"
"267","Friends","The One Where Ross Hugs Rachel",6,2,8.3,22,1999,2011,"Comedy","Romance","",8.9,"TV-14","New York"
"268","Friends","The One with Ross's Denial",6,3,8.3,22,1999,1988,"Comedy","Romance","",8.9,"TV-14","New York"
"269","Friends","The One Where Joey Loses His Insurance",6,4,8.6,22,1999,2078,"Comedy","Romance","",8.9,"TV-14","New York"
"270","Friends","The One with Joey's Porsche",6,5,8.2,22,1999,2031,"Comedy","Romance","",8.9,"TV-14","New York"
"271","Friends","The One on the Last Night",6,6,8.6,22,1999,2044,"Comedy","Romance","",8.9,"TV-14","New York"
"272","Friends","The One Where Phoebe Runs",6,7,8.5,22,1999,2083,"Comedy","Romance","",8.9,"TV-14","New York"
"273","Friends","The One with Ross' Teeth",6,8,8.6,22,1999,2165,"Comedy","Romance","",8.9,"TV-14","New York"
"274","Friends","The One Where Ross Got High",6,9,9.2,22,1999,2961,"Comedy","Romance","",8.9,"TV-14","New York"
"275","Friends","The One with the Routine",6,10,8.6,22,1999,2182,"Comedy","Romance","",8.9,"TV-14","New York"
"276","Friends","The One with the Apothecary Table",6,11,8.2,22,2000,2029,"Comedy","Romance","",8.9,"TV-14","New York"
"277","Friends","The One with the Joke",6,12,8.2,22,2000,1976,"Comedy","Romance","",8.9,"TV-14","New York"
"278","Friends","The One with Rachel's Sister",6,13,8.3,22,2000,2076,"Comedy","Romance","",8.9,"TV-14","New York"
"279","Friends","The One Where Chandler Can't Cry",6,14,8.6,22,2000,2098,"Comedy","Romance","",8.9,"TV-14","New York"
"280","Friends","The One That Could Have Been: Part 1",6,15,8.6,22,2000,2161,"Comedy","Romance","",8.9,"TV-14","New York"
"281","Friends","The One That Could Have Been: Part 2",6,16,8.6,22,2000,2115,"Comedy","Romance","",8.9,"TV-14","New York"
"282","Friends","The One with Unagi",6,17,9.1,22,2000,3025,"Comedy","Romance","",8.9,"TV-14","New York"
"283","Friends","The One Where Ross Dates a Student",6,18,8.4,22,2000,1998,"Comedy","Romance","",8.9,"TV-14","New York"
"284","Friends","The One with Joey's Fridge",6,19,8.4,22,2000,2035,"Comedy","Romance","",8.9,"TV-14","New York"
"285","Friends","The One with Mac and C.H.E.E.S.E.",6,20,7.6,22,2000,2146,"Comedy","Romance","",8.9,"TV-14","New York"
"286","Friends","The One Where Ross Meets Elizabeth's Dad",6,21,8.7,22,2000,2155,"Comedy","Romance","",8.9,"TV-14","New York"
"287","Friends","The One Where Paul's the Man",6,22,9,22,2000,2542,"Comedy","Romance","",8.9,"TV-14","New York"
"288","Friends","The One with the Ring",6,23,8.7,22,2000,2095,"Comedy","Romance","",8.9,"TV-14","New York"
"289","Friends","The One with the Proposal: Part 1",6,24,8.8,22,2000,2134,"Comedy","Romance","",8.9,"TV-14","New York"
"290","Friends","The One with the Proposal: Part 2",6,25,9.3,30,2000,2893,"Comedy","Romance","",8.9,"TV-14","New York"
"291","Friends","The One with Monica's Thunder",7,1,8.5,22,2000,2084,"Comedy","Romance","",8.9,"TV-14","New York"
"292","Friends","The One with Rachel's Book",7,2,8.4,22,2000,1965,"Comedy","Romance","",8.9,"TV-14","New York"
"293","Friends","The One with Phoebe's Cookies",7,3,8.2,22,2000,1950,"Comedy","Romance","",8.9,"TV-14","New York"
"294","Friends","The One with Rachel's Assistant",7,4,8.2,22,2000,1982,"Comedy","Romance","",8.9,"TV-14","New York"
"295","Friends","The One with the Engagement Picture",7,5,8.2,22,2000,1956,"Comedy","Romance","",8.9,"TV-14","New York"
"296","Friends","The One with the Nap Partners",7,6,8.9,22,2000,2403,"Comedy","Romance","",8.9,"TV-14","New York"
"297","Friends","The One with Ross's Library Book",7,7,8.5,22,2000,2026,"Comedy","Romance","",8.9,"TV-14","New York"
"298","Friends","The One Where Chandler Doesn't Like Dogs",7,8,8.3,22,2000,1951,"Comedy","Romance","",8.9,"TV-14","New York"
"299","Friends","The One with All the Candy",7,9,8.2,22,2000,1940,"Comedy","Romance","",8.9,"TV-14","New York"
"300","Friends","The One with the Holiday Armadillo",7,10,8.6,22,2000,2141,"Comedy","Romance","",8.9,"TV-14","New York"
"301","Friends","The One with All the Cheesecakes",7,11,8.6,22,2001,2070,"Comedy","Romance","",8.9,"TV-14","New York"
"302","Friends","The One Where They're Up All Night",7,12,8.7,22,2001,2108,"Comedy","Romance","",8.9,"TV-14","New York"
"303","Friends","The One Where Rosita Dies",7,13,8.5,22,2001,1989,"Comedy","Romance","",8.9,"TV-14","New York"
"304","Friends","The One Where They All Turn Thirty",7,14,8.6,22,2001,2079,"Comedy","Romance","",8.9,"TV-14","New York"
"305","Friends","The One with Joey's New Brain",7,15,8.5,22,2001,2070,"Comedy","Romance","",8.9,"TV-14","New York"
"306","Friends","The One with the Truth About London",7,16,8.7,22,2001,2061,"Comedy","Romance","",8.9,"TV-14","New York"
"307","Friends","The One with the Cheap Wedding Dress",7,17,8.5,22,2001,1941,"Comedy","Romance","",8.9,"TV-14","New York"
"308","Friends","The One with Joey's Award",7,18,8.5,22,2001,1973,"Comedy","Romance","",8.9,"TV-14","New York"
"309","Friends","The One with Ross and Monica's Cousin",7,19,8.8,22,2001,2255,"Comedy","Romance","",8.9,"TV-14","New York"
"310","Friends","The One with Rachel's Big Kiss",7,20,8.5,22,2001,2065,"Comedy","Romance","",8.9,"TV-14","New York"
"311","Friends","The One with the Vows",7,21,7.6,22,2001,1990,"Comedy","Romance","",8.9,"TV-14","New York"
"312","Friends","The One with Chandler's Dad",7,22,8.5,22,2001,2004,"Comedy","Romance","",8.9,"TV-14","New York"
"313","Friends","The One with Monica and Chandler's Wedding: Part 1",7,23,8.9,22,2001,2288,"Comedy","Romance","",8.9,"TV-14","New York"
"314","Friends","The One with Monica and Chandler's Wedding: Part 2",7,24,9.1,22,2001,2552,"Comedy","Romance","",8.9,"TV-14","New York"
"315","Friends","The One After I Do",8,1,8.7,22,2001,2111,"Comedy","Romance","",8.9,"TV-14","New York"
"316","Friends","The One with the Red Sweater",8,2,9.1,22,2001,2412,"Comedy","Romance","",8.9,"TV-14","New York"
"317","Friends","The One Where Rachel Tells...",8,3,8.7,22,2001,2004,"Comedy","Romance","",8.9,"TV-14","New York"
"318","Friends","The One with the Videotape",8,4,9.3,22,2001,2890,"Comedy","Romance","",8.9,"TV-14","New York"
"319","Friends","The One with Rachel's Date",8,5,8.2,22,2001,1914,"Comedy","Romance","",8.9,"TV-14","New York"
"320","Friends","The One with the Halloween Party",8,6,8.6,22,2001,2102,"Comedy","Romance","",8.9,"TV-14","New York"
"321","Friends","The One with the Stain",8,7,8,22,2001,1939,"Comedy","Romance","",8.9,"TV-14","New York"
"322","Friends","The One with the Stripper",8,8,8.8,22,2001,2167,"Comedy","Romance","",8.9,"TV-14","New York"
"323","Friends","The One with the Rumor",8,9,9.3,22,2001,3950,"Comedy","Romance","",8.9,"TV-14","New York"
"324","Friends","The One with Monica's Boots",8,10,8.2,22,2001,1956,"Comedy","Romance","",8.9,"TV-14","New York"
"325","Friends","The One with Ross's Step Forward",8,11,8.1,22,2001,1850,"Comedy","Romance","",8.9,"TV-14","New York"
"326","Friends","The One Where Joey Dates Rachel",8,12,8.6,22,2002,2013,"Comedy","Romance","",8.9,"TV-14","New York"
"327","Friends","The One Where Chandler Takes a Bath",8,13,8.6,22,2002,1957,"Comedy","Romance","",8.9,"TV-14","New York"
"328","Friends","The One with the Secret Closet",8,14,8.3,22,2002,1862,"Comedy","Romance","",8.9,"TV-14","New York"
"329","Friends","The One with the Birthing Video",8,15,8.4,22,2002,1849,"Comedy","Romance","",8.9,"TV-14","New York"
"330","Friends","The One Where Joey Tells Rachel",8,16,8.3,22,2002,1879,"Comedy","Romance","",8.9,"TV-14","New York"
"331","Friends","The One with the Tea Leaves",8,17,8.2,22,2002,1899,"Comedy","Romance","",8.9,"TV-14","New York"
"332","Friends","The One in Massapequa",8,18,8.3,22,2002,1904,"Comedy","Romance","",8.9,"TV-14","New York"
"333","Friends","The One with Joey's Interview",8,19,7.6,22,2002,1951,"Comedy","Romance","",8.9,"TV-14","New York"
"334","Friends","The One with the Baby Shower",8,20,8.3,22,2002,1885,"Comedy","Romance","",8.9,"TV-14","New York"
"335","Friends","The One with the Cooking Class",8,21,8.3,22,2002,1891,"Comedy","Romance","",8.9,"TV-14","New York"
"336","Friends","The One Where Rachel Is Late",8,22,8.4,22,2002,1863,"Comedy","Romance","",8.9,"TV-14","New York"
"337","Friends","The One Where Rachel Has a Baby: Part 1",8,23,8.8,22,2002,2035,"Comedy","Romance","",8.9,"TV-14","New York"
"338","Friends","The One Where Rachel Has a Baby: Part 2",8,24,8.9,22,2002,2251,"Comedy","Romance","",8.9,"TV-14","New York"
"339","Friends","The One Where No One Proposes",9,1,8.6,22,2002,2036,"Comedy","Romance","",8.9,"TV-14","New York"
"340","Friends","The One Where Emma Cries",9,2,8.6,22,2002,2060,"Comedy","Romance","",8.9,"TV-14","New York"
"341","Friends","The One with the Pediatrician",9,3,8.3,22,2002,1932,"Comedy","Romance","",8.9,"TV-14","New York"
"342","Friends","The One with the Sharks",9,4,8.3,22,2002,1943,"Comedy","Romance","",8.9,"TV-14","New York"
"343","Friends","The One with Phoebe's Birthday Dinner",9,5,8.5,22,2002,1944,"Comedy","Romance","",8.9,"TV-14","New York"
"344","Friends","The One with the Male Nanny",9,6,8.5,22,2002,2077,"Comedy","Romance","",8.9,"TV-14","New York"
"345","Friends","The One with Ross's Inappropriate Song",9,7,8.7,22,2002,2072,"Comedy","Romance","",8.9,"TV-14","New York"
"346","Friends","The One with Rachel's Other Sister",9,8,8.8,22,2002,2284,"Comedy","Romance","",8.9,"TV-14","New York"
"347","Friends","The One with Rachel's Phone Number",9,9,8.2,22,2002,1882,"Comedy","Romance","",8.9,"TV-14","New York"
"348","Friends","The One with Christmas in Tulsa",9,10,7.6,22,2002,1965,"Comedy","Romance","",8.9,"TV-14","New York"
"349","Friends","The One Where Rachel Goes Back to Work",9,11,8.1,22,2003,1820,"Comedy","Romance","",8.9,"TV-14","New York"
"350","Friends","The One with Phoebe's Rats",9,12,8.1,24,2003,1893,"Comedy","Romance","",8.9,"TV-14","New York"
"351","Friends","The One Where Monica Sings",9,13,8.2,22,2003,1878,"Comedy","Romance","",8.9,"TV-14","New York"
"352","Friends","The One with the Blind Dates",9,14,8.3,24,2003,1850,"Comedy","Romance","",8.9,"TV-14","New York"
"353","Friends","The One with the Mugging",9,15,8.4,24,2003,1882,"Comedy","Romance","",8.9,"TV-14","New York"
"354","Friends","The One with the Boob Job",9,16,8.3,27,2003,1797,"Comedy","Romance","",8.9,"TV-14","New York"
"355","Friends","The One with the Memorial Service",9,17,8.6,26,2003,1883,"Comedy","Romance","",8.9,"TV-14","New York"
"356","Friends","The One with the Lottery",9,18,8.6,23,2003,1923,"Comedy","Romance","",8.9,"TV-14","New York"
"357","Friends","The One with Rachel's Dream",9,19,8.2,22,2003,1798,"Comedy","Romance","",8.9,"TV-14","New York"
"358","Friends","The One with the Soap Opera Party",9,20,8.3,22,2003,1808,"Comedy","Romance","",8.9,"TV-14","New York"
"359","Friends","The One with the Fertility Test",9,21,8.3,22,2003,1770,"Comedy","Romance","",8.9,"TV-14","New York"
"360","Friends","The One with the Donor",9,22,7.9,22,2003,1829,"Comedy","Romance","",8.9,"TV-14","New York"
"361","Friends","The One in Barbados: Part 1",9,23,8.5,22,2003,1868,"Comedy","Romance","",8.9,"TV-14","New York"
"362","Friends","The One in Barbados: Part 2",9,24,8.7,22,2003,1940,"Comedy","Romance","",8.9,"TV-14","New York"
"363","Friends","The One After Joey and Rachel Kiss",0,1,8.6,22,2003,2163,"Comedy","Romance","",8.9,"TV-14","New York"
"364","Friends","The One Where Ross Is Fine",0,2,8.8,22,2003,2348,"Comedy","Romance","",8.9,"TV-14","New York"
"365","Friends","The One with Ross's Tan",0,3,8.8,22,2003,2294,"Comedy","Romance","",8.9,"TV-14","New York"
"366","Friends","The One with the Cake",0,4,8.4,22,2003,1944,"Comedy","Romance","",8.9,"TV-14","New York"
"367","Friends","The One Where Rachel's Sister Babysits",0,5,8.3,22,2003,1956,"Comedy","Romance","",8.9,"TV-14","New York"
"368","Friends","The One with Ross' Grant",0,6,8.3,22,2003,1983,"Comedy","Romance","",8.9,"TV-14","New York"
"369","Friends","The One with the Home Study",0,7,8.4,22,2003,1875,"Comedy","Romance","",8.9,"TV-14","New York"
"370","Friends","The One with the Late Thanksgiving",0,8,8.9,22,2003,2299,"Comedy","Romance","",8.9,"TV-14","New York"
"371","Friends","The One with the Birth Mother",0,9,8.6,22,2004,1968,"Comedy","Romance","",8.9,"TV-14","New York"
"372","Friends","The One Where Chandler Gets Caught",0,10,8.1,22,2004,1897,"Comedy","Romance","",8.9,"TV-14","New York"
"373","Friends","The One Where the Stripper Cries",0,11,9,22,2004,2587,"Comedy","Romance","",8.9,"TV-14","New York"
"374","Friends","The One with Phoebe's Wedding",0,12,8.8,22,2004,2167,"Comedy","Romance","",8.9,"TV-14","New York"
"375","Friends","The One Where Joey Speaks French",0,13,8.5,22,2004,2115,"Comedy","Romance","",8.9,"TV-14","New York"
"376","Friends","The One with Princess Consuela",0,14,8.7,22,2004,2104,"Comedy","Romance","",8.9,"TV-14","New York"
"377","Friends","The One Where Estelle Dies",0,15,8.6,22,2004,1919,"Comedy","Romance","",8.9,"TV-14","New York"
"378","Friends","The One with Rachel's Going Away Party",0,16,8.9,22,2004,2159,"Comedy","Romance","",8.9,"TV-14","New York"
"379","Friends","The Last One: Part 1",0,17,9.5,22,2004,4557,"Comedy","Romance","",8.9,"TV-14","New York"
"380","Friends","The Last One: Part 2",0,18,9.7,22,2004,7480,"Comedy","Romance","",8.9,"TV-14","New York"
"381","Dexter","Dexter",1,1,8.8,53,2006,6042,"Crime","Drama","Mystery",8.6,"TV-MA","Florida"
"382","Dexter","Crocodile",1,2,8.4,55,2006,4054,"Crime","Drama","Mystery",8.6,"TV-MA","Florida"
"383","Dexter","Popping Cherry",1,3,8.4,51,2006,3783,"Crime","Drama","Mystery",8.6,"TV-MA","Florida"
"384","Dexter","Let's Give the Boy a Hand",1,4,8.8,58,2006,3710,"Crime","Drama","Mystery",8.6,"TV-MA","Florida"
"385","Dexter","Love American Style",1,5,8.6,56,2006,3544,"Crime","Drama","Mystery",8.6,"TV-MA","Florida"
"386","Dexter","Return to Sender",1,6,9,53,2006,3697,"Crime","Drama","Mystery",8.6,"TV-MA","Florida"
"387","Dexter","Circle of Friends",1,7,8.8,52,2006,3449,"Crime","Drama","Mystery",8.6,"TV-MA","Florida"
"388","Dexter","Shrink Wrap",1,8,9.1,53,2006,3713,"Crime","Drama","Mystery",8.6,"TV-MA","Florida"
"389","Dexter","Father Knows Best",1,9,8.7,55,2006,3356,"Crime","Drama","Mystery",8.6,"TV-MA","Florida"
"390","Dexter","Seeing Red",1,10,9.2,56,2006,3822,"Crime","Drama","Mystery",8.6,"TV-MA","Florida"
"391","Dexter","Truth Be Told",1,11,9.3,54,2006,3875,"Crime","Drama","Mystery",8.6,"TV-MA","Florida"
"392","Dexter","Born Free",1,12,9.6,56,2006,6136,"Crime","Drama","Mystery",8.6,"TV-MA","Florida"
"393","Dexter","It's Alive!",2,1,8.8,53,2007,3516,"Crime","Drama","Mystery",8.6,"TV-MA","Florida"
"394","Dexter","Waiting to Exhale",2,2,8.7,56,2007,3157,"Crime","Drama","Mystery",8.6,"TV-MA","Florida"
"395","Dexter","An Inconvenient Lie",2,3,8.8,52,2007,3117,"Crime","Drama","Mystery",8.6,"TV-MA","Florida"
"396","Dexter","See-Through",2,4,8.6,53,2007,2958,"Crime","Drama","Mystery",8.6,"TV-MA","Florida"
"397","Dexter","The Dark Defender",2,5,8.8,56,2007,3078,"Crime","Drama","Mystery",8.6,"TV-MA","Florida"
